"ID","Group","Feature_1","Feature_2","Feature_3"
"ID461","B",2973.1411250049,411.85506837572,5940.47181980841
"ID462","A",2851.66199690397,403.636701691835,6544.98702910471
"ID463","C",2748.00034784062,427.390879214872,-2323.53436100928
"ID464","A",2795.46293881928,388.514299008771,6442.86668320821
"ID465","C",2740.43401254379,411.149297789925,-2326.423621931
"ID466","C",2715.67298144758,410.546912998765,-2288.86644085805
"ID467","A",2474.96607177555,421.387041201313,5333.53765044974
"ID468","A",2327.39111456838,407.817556072357,4932.84526800948
"ID469","B",2441.09488182409,409.977067426884,4889.53412985862
"ID470","C",2295.92163143662,400.4519117296,-1883.38896450901
"ID471","A",2380.63335139644,405.661506999104,5117.02735585011
"ID472","B",2285.5218530065,411.886625655049,4563.76179666755
"ID473","A",2263.34040063167,405.045342604046,4787.26957460405
"ID474","B",2573.21472527575,431.433661313991,5150.73006502848
"ID475","A",2421.35357198608,420.022859621308,5168.90451886895
"ID476","B",2338.04414469704,387.342482258336,4671.80347174322
"ID477","C",2468.15541902759,390.954887426257,-2075.9081618677
"ID478","C",2501.25434313923,426.59120907128,-2095.4940069502
"ID479","B",2519.96713311755,400.279966738549,5051.11352470269
"ID480","C",2257.39915259919,397.362482350944,-1863.43320263435
"ID481","B",2813.80368834261,413.477610085949,5619.70729658067
"ID482","B",2352.05317911273,391.369413994871,4717.82957751078
"ID483","A",3065.57467212335,360.861883845981,7404.73130622022
"ID484","B",2471.18587254655,389.519431272336,4953.2510586367
"ID485","B",2488.71569124494,421.027611851269,4978.09313650098
"ID486","B",2661.38829202357,391.891329365226,5323.7615160819
"ID487","A",2893.59393476151,385.72507554129,6738.5263250985
"ID488","B",2353.83060970755,392.158994542266,4726.24835319941
"ID489","C",2641.52966755662,400.079920189256,-2243.06298095654
"ID490","C",2820.95425307728,410.220581868304,-2418.94876082684
"ID491","A",2464.18128245503,391.842250056998,5445.5377459684
"ID492","C",3049.16113489579,412.947704094556,-2651.88867207233
"ID493","C",2471.1861542717,398.74457532105,-2083.12851661014
"ID494","B",2672.17197229107,417.266400068274,5346.93008151007
"ID495","B",2156.51673488014,401.071655741969,4312.46273727679
"ID496","C",2758.86073999926,390.737289379942,-2371.90476461025
"ID497","A",2149.5132310313,383.265713629001,4518.39881195371
"ID498","C",2377.29171725558,408.378927505736,-1986.56355516973
"ID499","A",2975.36623243635,391.31465762055,6976.67949603183
"ID500","B",2687.26275932981,401.394450287448,5360.75439473529
"ID501","C",2734.2440867212,374.804952513251,-2357.17051674524
"ID502","A",2884.85057201244,359.570945312694,6859.79921725087
"ID503","B",2806.14773188506,403.068013887063,5616.50853186314
"ID504","B",2027.28905847071,391.943739860709,4050.20647117928
"ID505","B",2647.07029253768,360.078113713973,5319.8162044416
"ID506","A",2284.82153496134,384.690546159408,4930.2741103501
"ID507","A",2328.52526635887,370.655936795488,5135.9181661601
"ID508","B",2332.15523994675,389.471025503169,4649.4839481734
"ID509","A",2619.64990096135,409.870876978284,5772.2372752161
"ID510","A",2586.88017021352,402.916293412465,5751.63750390133
"ID511","A",2323.55459731237,416.808333251816,4889.26991594056
"ID512","A",2446.28185199132,388.076339227189,5381.12509273648
"ID513","C",2163.42843561629,373.467110189827,-1794.07727548233
"ID514","B",2436.02764937801,412.640018894762,4885.45048111666
"ID515","C",2401.04203089618,395.247068581025,-1990.78906750645
"ID516","A",2778.95415072097,386.804814698505,6386.06633069777
"ID517","B",2240.45562498851,404.72844256248,4478.78517237367
"ID518","B",2344.0338697614,393.448547442304,4687.91463698734
"ID519","C",2418.26422265689,409.458037956742,-2005.87859672448
"ID520","B",2198.16093021726,437.440860803788,4411.04227528056
"ID521","A",2566.42103878199,420.278714040943,5611.43907754095
"ID522","A",2577.64947222668,410.133054922215,5659.59924055351
"ID523","B",2654.95984064284,385.91957788561,5299.53182830389
"ID524","C",1944.57182389032,405.709272420835,-1530.45266970993
"ID525","B",2428.30823993902,408.492662608393,4856.81128636375
"ID526","B",2237.58984363046,392.275516215859,4480.71994946005
"ID527","A",2754.74240838691,423.106463965007,6154.95266338925
"ID528","B",2505.37022351334,398.721209237105,5021.92404383142
"ID529","B",1926.18316331986,412.977768326054,3848.32254483298
"ID530","C",2539.48775690856,401.248387247943,-2152.79542436537
"ID531","B",2906.79453725805,409.638560804627,5800.69214256842
"ID532","A",2664.78338604736,389.986491751852,6034.55459218319
"ID533","B",2521.55432042287,389.515937158613,5044.19826883752
"ID534","B",2617.55495966161,414.571280061629,5220.13358406552
"ID535","C",2519.97106095169,391.094098598384,-2135.66763874554
"ID536","C",2528.7606737174,401.270788601165,-2124.26812438789
"ID537","C",2142.30753029709,386.101508019187,-1778.7040178052
"ID538","A",2378.734965108,383.120700393147,5220.79843123048
"ID539","B",2579.11789013786,389.50884040058,5160.10740885926
"ID540","A",2357.96946373899,374.362091957381,5213.40407897598
"ID541","C",3097.89670146019,392.949208338029,-2716.69640593783
"ID542","B",2396.99432504709,392.438967379818,4801.02200546489
"ID543","C",2833.52057582731,405.255633152473,-2414.66951892676
"ID544","B",2268.27178677771,379.609705360091,4523.74237754377
"ID545","B",2775.5572069351,418.122596685442,5540.77212078847
"ID546","B",2134.26670465432,395.225777655405,4265.0496660073
"ID547","B",2558.95533993235,370.864957484722,5109.84519718662
"ID548","C",2439.46143620653,386.170207290472,-2059.38139116937
"ID549","C",2051.76533550509,395.840405970667,-1645.97634149954
"ID550","C",1939.0304253288,385.603776218877,-1534.80844675401
"ID551","C",2468.20766718748,392.732832694687,-2083.60349846173
"ID552","B",2942.71242074258,393.446609398835,5881.82361854767
"ID553","C",2550.8094494982,378.511539875795,-2178.10455678215
"ID554","B",2612.51600114655,402.458363450444,5210.09444308332
"ID555","A",2423.68557420527,399.714174087852,5259.08468298186
"ID556","C",2549.4214058202,403.72898730957,-2152.80759845928
"ID557","A",2353.10301862896,405.849407936703,5027.61758845678
"ID558","C",3120.75942059633,407.52375265014,-2701.08621619496
"ID559","B",2710.04711451287,409.553253277232,5410.25277662594
"ID560","C",2411.9379033195,395.983439340775,-2035.66577850402
"ID561","C",2474.76257996996,390.940940104347,-2111.44230582926
"ID562","B",2804.84718844288,396.768820113757,5608.27853244933
"ID563","B",2724.50308373623,360.768414433409,5461.97623237914
"ID564","A",2013.82875961634,404.237075619092,4007.95896482681
"ID565","B",1952.85582531492,402.819523476943,3897.42103329524
"ID566","B",2502.79920113923,398.511821237249,5009.99443125361
"ID567","C",2369.87245823921,398.195609889034,-1975.40753143765
"ID568","A",2079.21789783232,369.173823922469,4400.41573698005
"ID569","A",2417.1309755494,417.449348902964,5155.912317575
"ID570","C",2560.49142368208,404.447289808372,-2164.78158222123
"ID571","B",2878.73011099535,419.329370813649,5748.1709011225
"ID572","A",2100.02759879171,392.612034109528,4335.53210770731
"ID573","B",1992.32823037645,407.539587887064,3989.44542548216
"ID574","B",2741.14156024934,390.133596838464,5487.53525090061
"ID575","A",2354.93775108115,405.781749625777,5041.93529974208
"ID576","C",2748.92971990749,401.85069859992,-2364.94931878347
"ID577","A",2687.32907521173,396.789676966826,6077.96439285523
"ID578","C",2337.15105678047,404.056184058388,-1919.88516835143
"ID579","C",2452.99107428015,429.729287608868,-2014.91387823159
"ID580","C",2279.08100239689,422.18712442176,-1857.03858389887
"ID581","A",2654.9394186831,386.230148387375,6025.05630421856
"ID582","A",2383.38576397519,388.248658186712,5196.23204416729
"ID583","B",2782.15300979069,390.150241496138,5542.89703422031
"ID584","C",2759.83881776797,374.42763289455,-2389.82629147882
"ID585","A",2164.9223534762,391.41360802866,4538.781900542
"ID586","A",2714.38074394239,408.52859554926,6096.50826431089
"ID587","B",2304.71036263136,411.549186012831,4581.43830330101
"ID588","A",2665.70666146148,396.212796939613,6012.32557903142
"ID589","B",2511.10746525765,411.16424708252,5017.07049717147
"ID590","C",2688.45185458002,391.583495374822,-2312.08825383433
"ID591","B",2704.63900457408,433.866687927775,5422.08440266208
"ID592","A",1860.90452729941,415.92270573163,3516.95462564351
"ID593","B",2155.76472724369,389.130810907401,4318.37075803636
"ID594","B",2100.15585087524,390.490013013925,4209.34705493739
"ID595","B",2240.41172734969,413.977208679309,4472.36839734974
"ID596","A",2424.49563850849,413.104720856523,5205.39121296244
"ID597","A",2696.73139769631,403.121989898802,6085.17672574388
"ID598","A",2329.42418597335,381.813424692727,5079.13510924003
"ID599","C",2947.80418989967,390.9822126881,-2534.85032865825
"ID600","B",2410.42500179382,384.068379741385,4822.80969991093
"ID601","C",2107.64864226913,436.171322803623,-1671.65605513886
"ID602","A",2301.03310816237,400.868194942091,4905.92042325255
"ID603","C",2281.25242545225,411.523697594719,-1854.64799664918
"ID604","B",2808.64769002616,412.661342155505,5625.13589663092
"ID605","A",2649.5551142012,398.845167328035,5950.14741069089
"ID606","B",2452.4830167532,410.654271432195,4903.01527758787
"ID607","B",2510.04736744777,406.55272810489,5020.68753692779
"ID608","A",2498.82772081399,410.708143573076,5459.00726057014
"ID609","B",1939.35806807221,425.604494249062,3876.76440463607
"ID610","B",2176.873727229,375.196524941918,4350.83791651526
"ID611","B",2282.128531691,377.983990427072,4574.95027546334
"ID612","A",2094.19328959655,408.398107162664,4239.25890216284
"ID613","B",1996.89627667098,403.50956273476,3987.58623992856
"ID614","A",2314.17492107333,412.26939675257,4888.71831398053
"ID615","B",2233.88010818564,397.950549009575,4472.50732203501
"ID616","C",3153.10792151487,416.507488504712,-2739.29180972136
"ID617","B",2492.35358546515,399.727942823016,4990.05975448978
"ID618","A",2214.99374323427,394.975620332499,4685.71277623258
"ID619","A",2853.46932357507,422.298803710705,6436.70901737297
"ID620","A",2677.95825123668,410.93099223691,5983.27125089188
"ID621","A",2393.20966122752,392.948209115337,5222.50734971848
"ID622","B",2479.31556072931,375.403061934325,4926.89459003423
"ID623","C",2461.95278567426,386.282538481962,-2064.42415877721
"ID624","C",2324.59701061051,369.414871892953,-1966.94492595552
"ID625","A",2768.92044147426,400.495289349379,6295.61670782555
"ID626","B",2584.52832600628,398.636001973529,5184.39734761676
"ID627","B",2462.69220998621,407.770674898881,4900.03323575841
"ID628","B",2295.6083912038,397.194230945211,4598.25675557754
"ID629","C",2324.46298044911,399.525846999696,-1939.82507423408
"ID630","C",2903.38722304124,396.955529944559,-2506.544796965
"ID631","B",3029.9728573047,390.864554818727,6080.91761983513
"ID632","B",2337.43784860474,383.563065939652,4675.45431677937
"ID633","C",2819.29133164968,416.666057165158,-2406.86100296611
"ID634","B",2817.57165912273,423.345937817799,5618.20882957107
"ID635","A",2408.5881751144,379.168237464761,5355.4642113474
"ID636","C",2647.60656683155,409.774319146115,-2240.12770975823
"ID637","A",1924.53220682832,390.207301443923,3819.21302870013
"ID638","A",2776.82474165211,408.717429161881,6307.53700821639
"ID639","A",1844.67356213325,419.665694579738,3412.55783951382
"ID640","A",2384.62231505505,381.790825263824,5229.40558275018
"ID641","A",2831.79066688997,381.494645966444,6578.73719285293
"ID642","A",2567.18762068627,404.083543353074,5684.01258390194
"ID643","C",2829.18148863178,415.632283976332,-2421.21388558304
"ID644","C",2378.46075476197,394.627206407067,-1987.02830752396
"ID645","A",2197.5960714462,413.522633181848,4535.11448322492
"ID646","A",2288.87866535738,372.473033024931,4984.15127583474
"ID647","A",2749.81731017326,373.793641799352,6374.90700234107
"ID648","B",3159.3792475946,377.934095123197,6305.36719926649
"ID649","A",2327.01792404661,413.075853122829,4894.89205822982
"ID650","C",2831.47085478977,429.863017491924,-2405.48041778988
"ID651","C",2743.34176293545,402.306822137518,-2346.2071601901
"ID652","A",2489.15683867187,400.67608123541,5465.59515690963
"ID653","C",2486.29998909868,425.687155787043,-2050.57599380817
"ID654","C",2731.74040127893,402.521659083522,-2347.84266299178
"ID655","C",2070.0986013465,394.73686058975,-1665.84774281855
"ID656","A",2995.43663014485,385.82996935019,7031.52790501314
"ID657","A",2411.00799705165,367.794013736694,5383.18459635268
"ID658","C",1934.92929548652,412.032269986691,-1531.40422819276
"ID659","C",2386.63505847655,422.256534047921,-1975.83553608895
"ID660","B",2430.53947684105,389.586306126339,4869.38801498334
"ID661","C",2397.18585253673,387.066656019537,-2006.07382614547
"ID662","C",2060.21148851293,389.28881795478,-1674.14547585093
"ID663","C",1925.45203815656,428.687965593026,-1490.00713686942
"ID664","B",2787.00273558505,396.39144391421,5571.60779255617
"ID665","B",2727.30530022392,380.138960597533,5472.61672500134
"ID666","B",2851.43987131295,418.848008479653,5706.91423927009
"ID667","C",2591.30552250221,386.487080867097,-2216.58468676504
"ID668","B",2597.96182699567,401.279702257073,5187.72914202449
"ID669","A",2182.58374480722,406.272027637046,4519.13360937801
"ID670","C",2555.22944507253,408.09548772564,-2128.59498576492
"ID671","A",2696.48936705576,406.810216828232,6054.18966767627
"ID672","B",2842.58106064961,402.758751502962,5708.89872112298
"ID673","C",2751.16650576298,386.832121268243,-2364.09858985925
"ID674","A",2458.67065081561,401.26518582649,5364.91094701328
"ID675","A",2754.79231838164,381.393365801678,6354.13299713732
"ID676","B",2547.66103236753,405.134506726101,5078.27787461405
"ID677","A",2957.33389302446,382.958751229249,6956.75244220153
"ID678","A",3127.74988120603,384.70017428025,7448.47791398602
"ID679","C",2760.1931810111,391.36810927688,-2362.71349727955
"ID680","C",2259.09242746243,398.63693963758,-1854.40001917222
"ID681","A",2139.87253632196,399.711332476987,4425.6507304944
"ID682","A",2406.63851798907,377.413554460545,5312.93845029296
"ID683","A",2358.98607040153,391.23085392395,5136.89575630991
"ID684","B",2283.42846504987,373.61275425979,4579.31986337524
"ID685","A",2042.98654108586,420.866942020144,4021.88650591671
"ID686","C",2786.89097206385,408.168252938745,-2373.64038542953
"ID687","B",2290.52008836343,428.077701704086,4582.18966483687
"ID688","B",2353.06708411591,413.122078717992,4688.60982617785
"ID689","B",2525.58966616916,406.448674006538,5035.55134768828
"ID690","C",2911.42319214676,381.341585756837,-2549.12905786041
"ID691","A",2176.87881118611,403.640930626448,4506.3129361943
"ID692","B",2628.09711169548,398.884448056313,5256.04774300864
"ID693","C",2834.19332372491,395.070269175197,-2432.13666676912
"ID694","A",2399.59479381558,395.690997875353,5216.34884588641
"ID695","B",2389.438002407,397.229310619948,4793.80672618424
"ID696","A",2166.12683877079,374.326274556649,4636.79712324051
"ID697","C",2677.77791335506,394.125686960248,-2273.99446807985
"ID698","C",2878.07911846167,416.934914820135,-2444.14157268725
"ID699","B",2592.12282619875,378.951978913304,5197.83452365083
"ID700","C",2367.91836626328,390.458377243026,-1966.10245699816
"ID701","C",2889.43616445206,395.432685947035,-2490.69281907509
"ID702","A",2412.3627748617,406.444996630235,5208.37539140243
"ID703","B",2783.21275269164,397.378867799119,5573.70673376095
"ID704","B",1906.63280980156,408.700383391663,3794.90640451222
"ID705","B",2178.35155552284,376.262710132057,4369.63967965814
"ID706","C",1871.16822040717,420.422154447782,-1446.69565981021
"ID707","A",2295.89800239615,404.149431695595,4852.51877831
"ID708","A",2074.63036233986,431.498313565502,4044.89122886431
"ID709","B",2938.96480774833,384.908810345351,5890.5236923161
"ID710","C",2530.77533699313,423.932373645538,-2112.3470619176
"ID711","A",2625.84959474462,386.73287660891,5953.01905790128
"ID712","C",3132.18288090839,406.107856355661,-2728.2283345733
"ID713","B",2610.02692273297,408.32704273443,5223.81116394421
"ID714","B",2528.20212922452,397.847520194754,5059.75215564516
"ID715","A",2782.43515595119,402.370393136789,6343.01164754531
"ID716","B",2113.81305627588,402.82286874807,4223.67144570578
"ID717","B",2502.52979331736,400.861852445489,4995.26143349557
"ID718","B",2749.01574395546,409.706408144902,5491.13378458111
"ID719","A",2944.24560590717,417.303926221004,6748.33033758286
"ID720","B",2308.84104922366,401.673816619122,4610.13194971773
"ID721","B",2456.16607500543,377.590444983571,4916.38462167231
"ID722","B",2541.09948650903,392.375990245161,5081.48796262754
"ID723","B",2039.37091409227,408.901365800514,4098.05184036444
"ID724","C",2073.92110097947,392.427423205849,-1680.35248672327
"ID725","C",2569.8058281979,397.173077580492,-2152.24034997129
"ID726","C",2260.24451712092,410.398659731935,-1860.52299762149
"ID727","C",2176.38199615779,416.187391642246,-1760.88541855944
"ID728","B",2535.41404147049,380.310652030513,5069.06857032486
"ID729","B",2859.64412243939,410.070244150549,5719.13840880106
"ID730","A",2635.89994102799,365.378739883919,6079.49877431959
"ID731","B",2777.34975408467,363.878125807653,5543.26511950793
"ID732","C",2643.30798508062,406.890476868568,-2226.64873517799
"ID733","A",2437.52849750786,417.01109214608,5235.14246432045
"ID734","B",2740.17579799883,410.879170443865,5480.2756429646
"ID735","C",2376.21835873667,413.718081338173,-1979.04892009499
"ID736","A",2681.71294867459,375.799900349663,6159.88186925368
"ID737","C",2389.83216541228,405.460206233462,-1966.02867552273
"ID738","B",2678.78189834155,409.281422313664,5369.0235131763
"ID739","A",2559.54762269129,404.050664614043,5656.23980194654
"ID740","C",2467.96098164927,384.81162787087,-2087.27911337118
"ID741","B",2706.91093801637,394.854079857175,5416.93863643672
"ID742","C",2496.80907777356,396.251370471616,-2102.29577876957
"ID743","C",2168.02523812579,406.732103257372,-1751.7484791336
"ID744","A",2369.59974843566,419.004210391169,5010.14739378504
"ID745","A",3129.64775236201,386.425817420129,7455.89585356411
"ID746","C",2720.36186159999,383.185784368774,-2324.25259664709
"ID747","B",2010.71359789903,429.417253012911,4017.59189825239
"ID748","C",2760.43856898452,399.980745991339,-2366.96928814472
"ID749","C",2914.91333235103,361.683362848733,-2559.02844018401
"ID750","B",2547.6951060635,382.383477328662,5085.18488704511
"ID751","A",2308.37091175781,419.121139733848,4812.48282357372
"ID752","C",2885.60734304803,401.173678862031,-2506.61401068119
"ID753","C",3170.02046213611,417.988254640872,-2756.80248881576
"ID754","C",2811.78587216678,397.792217834655,-2410.1138448736
"ID755","C",2280.63525816969,400.073222032703,-1892.29708179056
"ID756","A",2657.19829311356,415.678839355813,5911.53804426837
"ID757","C",2613.18436254448,401.809829180045,-2225.40611334167
"ID758","B",2978.45298272853,386.828406374993,5955.86313712806
"ID759","A",2272.44179758553,385.871374807743,4895.80880550462
"ID760","A",2397.35170414615,391.501026475536,5239.19242230901
"ID761","C",2376.54706512034,400.235453524157,-1972.8773423199
"ID762","C",2840.85897046606,404.300907536074,-2439.03900492508
"ID763","C",2621.41162343348,383.096095446049,-2245.54070029419
"ID764","B",2726.16816401726,404.520851620151,5434.79308125065
"ID765","C",2883.66486215233,389.694308022187,-2503.90642101715
"ID766","A",2139.42252788746,411.396516061436,4341.59398458508
"ID767","A",2368.8635615708,391.074126427706,5163.63964715907
"ID768","C",1772.80915146252,396.535188173499,-1368.27213902772
"ID769","A",2897.51426254778,385.305524030992,6781.63582932627
"ID770","B",2572.67825144015,435.384465740311,5146.28658685012
"ID771","B",2664.33580464824,409.77012614659,5345.29462856905
"ID772","B",2609.9716798922,421.013021045507,5233.46298711017
"ID773","A",2108.44211178717,379.74785092222,4426.88642418434
"ID774","C",2585.70765724025,408.482883092074,-2182.34826742956
"ID775","C",2769.21679675412,408.522795630965,-2348.46573366212
"ID776","C",2608.87117185209,424.021832952573,-2194.42026349238
"ID777","B",3305.5403729692,393.838676456821,6599.57961703494
"ID778","A",2624.91513272837,402.868026008622,5853.2917648495
"ID779","B",2456.42486275691,389.707629754424,4915.80779749425
"ID780","A",1909.88192644595,392.576229819874,3774.55464479458
"ID781","C",3182.33990978112,397.486458031806,-2773.74911341923
"ID782","B",2501.84118302856,399.91397020404,5011.78957873132
"ID783","A",2228.9509881297,392.753338556551,4727.30651752392
"ID784","C",2336.34056302752,405.029441803682,-1910.02654781252
"ID785","B",2925.51827690604,385.355822711299,5865.78566423934
"ID786","A",2691.87222455233,387.455745560381,6133.37605623308
"ID787","B",2857.06262199212,406.828902636421,5693.52358000894
"ID788","C",2399.50107427963,401.160956306241,-1987.73892223958
"ID789","A",3032.64995080194,408.872002512077,7056.68945322326
"ID790","A",2884.90477459134,404.709067372248,6634.33002082493
"ID791","C",2321.43394462172,409.689930241517,-1921.97097934029
"ID792","C",2619.04778686723,375.384472505916,-2260.28603127036
"ID793","B",2373.77412859685,422.166261040349,4732.56773510019
"ID794","C",2933.41712884194,405.120686647994,-2525.84898859307
"ID795","A",2501.70228657146,401.074779612106,5497.82530097515
"ID796","B",2310.71929503537,420.201732237779,4611.09620618534
"ID797","A",2268.4998805591,387.568527327188,4872.7546539012
"ID798","A",2726.99693903425,375.140664941088,6295.13407846061
"ID799","B",2737.92788861388,415.12817081,5447.84535915006
"ID800","B",2524.52202057217,383.21914846647,5049.12233440455
